id,edad,comuna,estrato,genero,gpoblacional,nivel_educativo,e_ingresos,e_sustento,e_talento,e_problematica,e_pasion,e_investigativo,aprendizaje_activo,creatividad_originalidad,pensamiento_alto,resolucion_problemas,liderazgo,gestion_tiempo,inteligencia_emoc,diseno_tecnologico,destrezas_manuales,gestion_finanzas,pensamiento_analitico,habilidades_visuales,fort_habillidades,toma_decisiones,ano_inicio,prim_emprend,bien_servicio,desc_bien,desarrollo_empren,rol,ingresos_sostenimiento,personas_empren,remuneracion,legal_vigente,tendencia,financiamiento,abandono,motivo_a,formalizacion,innovacion,presentacion_inn,sostenibilidad_ambiental,herramientas_tecnol,tecnologia,redes_sociales,apoyo_institucional,articulacion,acercamiento,ecosistema_emprendedor
311,22,Comuna 4-Aranjuez,2,Mujer,Ninguno de los anteriores,Tecnologia en curso,4,7,7,0,6,0,7,5,6,5,6,7,5,6,4,6,6,5,"Liderazgo, Pensamiento analitico e innovacion, Habilidades visuales y discursivas",Poco comodo,2020,"Si, es mi primer emprendimiento",Ambos,Deleitamos y endulzamos la vida de nuestros clientes con los delicioso sabores de la nonna elaborados con mucho amor ,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",No son una fuente determinante de los ingresos del hogar,1 a 3 personas,Si,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Ahorros familiares,No,,Ninguno de los anteriores,Si,"La forma en la que el bien/servicio es producido, La forma en que el bien/servicio es promocionado y vendido",No,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,4
312,26,Comuna 15-Guayabal,2,Hombre,Ninguno de los anteriores,Secundaria,7,7,1,6,7,4,4,5,5,5,6,5,6,4,5,3,7,7,"Diseno tecnologico y programacion, Gestion de las finanzas, Habilidades visuales y discursivas",Relativamente comodo,Sin dato,"No, ya he emprendido antes",Servicio,Ventas de fruta y verdura,Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,Proceso de produccion,Whatsapp,Ninguna,No,,7
313,20,Comuna 11- Laureles Estadio,4,Hombre,Ninguno de los anteriores,Tecnica en curso,7,7,7,3,7,7,7,7,7,7,7,7,7,2,3,5,7,7,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Liderazgo",Relativamente comodo,2020,"No, ya he emprendido antes",Ambos,"productora de cine y television, logistica para cualquier tipo de eventos en el medio ",Produccion y comercializacion,Promocionar y publicitar el producto para fomentar su venta,Son la fuente mas importante de ingresos del hogar,1 a 3 personas,Si,Entre 1 y 2 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,"Ahorros personales, Ahorros familiares, Credito con entidades financieras",Si,Problemas financieros,Ninguno de los anteriores,Si,No lo se,No lo se,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales","Facebook, Instagram, Whatsapp",Financiacion,No,,7
314,28,Comuna 3-Manrique,2,Mujer,Ninguno de los anteriores,Pregrado en curso,7,7,7,7,7,3,5,7,7,7,7,7,7,7,6,7,7,7,Gestion de las finanzas,Relativamente comodo,2012,"Si, es mi primer emprendimiento",Ambos,Gimnasio y Spa femenino,Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, La forma en que el bien/servicio es promocionado y vendido",No lo se,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,7
315,22,Comuna 16- Belen,2,Hombre,Afrodescendiente,Pregrado en curso,2,2,5,7,7,2,6,5,7,6,4,5,6,4,5,5,5,5,"Creatividad, originalidad e iniciativa, Gestion del tiempo y coordinacion, Diseno tecnologico y programacion",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,"Es una app que permite consolidar las actividades sociales (socializaciones, ferias, sorteos, voluntariados) de las empresas. Para la parte de voluntarios, estos se inscriben y son notificados cuando haya un evento que requiera su ayuda. ",Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales","Por ahora no, pero en un futuro es posible.",Ninguna,No,,5
316,21,Comuna 7-Robledo,3,Mujer,Ninguno de los anteriores,Pregrado en curso,2,2,2,0,2,2,3,3,3,2,3,3,3,1,1,2,3,3,"Resolucion de problemas, Gestion de las finanzas, Pensamiento analitico e innovacion",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Ambos,"Realizamos camas , comederos , gimnasios colgantes y estaticos para perros y gatos en madera . ",Produccion y comercializacion,"Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",No son una fuente determinante de los ingresos del hogar,1 a 3 personas,Si,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,"Ahorros personales, Ahorros familiares",Si,Problemas financieros,Registro unico Tributario (RUT),Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,No,,"Facebook, Instagram, Whatsapp",Ninguna,No,,3
317,28,Comuna 9-Buenos Aires,3,Hombre,En condicion de discapacidad,Tecnica,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Pensamiento critico, Resolucion de problemas, Liderazgo, Gestion del tiempo y coordinacion, Inteligencia emocional, Diseno tecnologico y programacion, Destrezas manuales, resistencia y precision, Gestion de las finanzas, Pensamiento analitico e innovacion, Habilidades visuales y discursivas",Muy comodo,2003,"Si, es mi primer emprendimiento",Ambos,Sala de ensayos para grupos musicales,Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Twitter, Instagram, Whatsapp","Acompanamiento tecnico o asesoria, Formacion, Concurso, Financiacion",Si,"Formacion de red o equipo articulado, Intercambio de experiencias, Cooperacion",7
318,18,Comuna 10- La Candelaria,4,Mujer,Ninguno de los anteriores,Secundaria en curso,7,7,1,1,6,0,7,5,6,7,7,7,4,6,0,4,6,4,"Pensamiento critico, Resolucion de problemas, Pensamiento analitico e innovacion",Muy comodo,2020,"Si, es mi primer emprendimiento",Bien,Brillos labiales ,Idea en estado avanzado,,,,,,,,,,,Si,La forma en que el bien/servicio es promocionado y vendido,No,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Instagram, Whatsapp",Ninguna,No,,4
319,21,Comuna 7-Robledo,2,Hombre,Ninguno de los anteriores,Secundaria,7,7,6,1,7,3,7,7,6,6,7,7,7,7,7,6,7,7,"Pensamiento critico, Resolucion de problemas, Gestion de las finanzas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Ambos,"el servicio es ofrecerle al cliente un producto que no es tan comun que son los burritos, un alimento saludable ya que sus componentes contienen proteina, verduras.",Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",Son relativamente importantes en los ingresos del hogar,No hay personas adicionales involucradas,No,Menos de 1 SMMLV,La cantidad obedece a los recursos disponibles para invertir en produccion,"Apoyo de familiares, amigos u otros.",No,,Ninguno de los anteriores,Si,La forma en la que el bien/servicio es producido,Si,Si,"Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales",Ninguna,Ninguna,No,,5
320,27,Comuna 15-Guayabal,3,Mujer,Ninguno de los anteriores,Tecnica,7,3,7,4,7,7,7,7,7,6,7,7,7,5,7,5,7,7,"Creatividad, originalidad e iniciativa, Liderazgo, Habilidades visuales y discursivas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,"ilustracion digital y fisico, fotografia y edicion, produccion audiovisual, animacion, pintura.",Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Twitter, Instagram, Whatsapp, Youtube",Formacion,No,,7
321,23,Comuna 7-Robledo,3,Mujer,Ninguno de los anteriores,Pregrado en curso,6,1,5,0,7,0,6,7,5,5,5,4,4,0,7,6,6,6,"Creatividad, originalidad e iniciativa, Resolucion de problemas, Pensamiento analitico e innovacion",Relativamente comodo,2020,"No, ya he emprendido antes",Bien,produccion y venta de sangrias artesanales ,Idea,,,,,,,,,,,Si,La forma en la que el bien/servicio es producido,No lo se,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,2
322,22,Comuna 13-San Javier,2,Hombre,En condicion de discapacidad,Secundaria,7,7,5,4,4,6,6,5,7,6,6,7,7,7,5,7,7,7,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Pensamiento critico, Resolucion de problemas, Liderazgo, Gestion del tiempo y coordinacion, Inteligencia emocional, Diseno tecnologico y programacion, Destrezas manuales, resistencia y precision, Gestion de las finanzas, Pensamiento analitico e innovacion, Habilidades visuales y discursivas",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Ambos,"Servir a la comunidad con animaciones en todos los formatos especialmente hologramas, hacerle la vida un poquito mas facil a los nuevos disenadores, ",Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Twitter, Instagram, Whatsapp",Ninguna,Si,"Formacion de red o equipo articulado, Intercambio de experiencias",5
323,20,Comuna 7-Robledo,2,Mujer,Afrodescendiente,Pregrado en curso,7,7,7,5,7,6,7,7,7,5,7,7,7,7,7,5,7,7,"Creatividad, originalidad e iniciativa, Resolucion de problemas, Gestion de las finanzas",Muy comodo,2020,"Si, es mi primer emprendimiento",Ambos,"Detalles, anchetas ",Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, La forma en que el bien/servicio es promocionado y vendido",No lo se,Si,"Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Instagram, Whatsapp",Ninguna,No,,1
324,23,Comuna 3-Manrique,2,Mujer,Ninguno de los anteriores,Tecnica,7,7,7,7,7,7,7,7,7,7,7,7,6,5,7,6,7,6,"Gestion del tiempo y coordinacion, Inteligencia emocional, Diseno tecnologico y programacion, Gestion de las finanzas, Habilidades visuales y discursivas",Relativamente comodo,2018,"No, ya he emprendido antes",Servicio,Pomada antiinflamatoria organica ,Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea",Whatsapp,Formacion,Si,Intercambio de experiencias,5
325,23,Comuna 2- Santa Cruz,2,Mujer,Ninguno de los anteriores,Tecnologia,7,7,7,1,7,0,5,7,7,7,7,7,7,0,2,2,3,7,"Aprendizaje activo y estrategico, Resolucion de problemas, Gestion del tiempo y coordinacion, Diseno tecnologico y programacion, Destrezas manuales, resistencia y precision, Gestion de las finanzas, Pensamiento analitico e innovacion",Relativamente comodo,2018,"Si, es mi primer emprendimiento",Bien,Vendo medias,Idea,,,,,,,,,,,Si,Las caracteristicas del bien/servicio que ofreces,Si,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,1
326,22,Comuna 2- Santa Cruz,2,Hombre,Ninguno de los anteriores,Tecnologia,6,6,6,6,6,6,7,7,7,7,7,7,7,3,7,7,7,7,"Pensamiento critico, Liderazgo, Inteligencia emocional, Pensamiento analitico e innovacion, Habilidades visuales y discursivas",Muy comodo,2020,"Si, es mi primer emprendimiento",Servicio,Una forma cotidiana de hablar de todo aquello que sucede y mas en tiempos de crisis ,Idea,,,,,,,,,,,Si,"Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,Analisis de datos y toma de decisiones,"Facebook, Twitter, Instagram, Whatsapp",Ninguna,No,,4
327,27,Corregimiento San Antonio de Prado,2,Mujer,Ninguno de los anteriores,Secundaria,6,0,7,0,7,6,7,7,1,4,7,7,7,7,7,7,7,7,"Resolucion de problemas, Inteligencia emocional, Gestion de las finanzas",Muy comodo,2020,"Si, es mi primer emprendimiento",Servicio,detalles a domicilio desayunos anchetas cartas personalizadas y tarjetas de presentacion ,Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea",Whatsapp,Ninguna,No,,5
328,28,Comuna 13-San Javier,1,Mujer,Ninguno de los anteriores,Tecnologia,7,7,7,6,7,5,7,7,6,7,7,6,7,6,6,6,6,7,"Inteligencia emocional, Destrezas manuales, resistencia y precision, Gestion de las finanzas",Relativamente comodo,Sin dato,"Si, es mi primer emprendimiento",Bien,"sentir alas mujeres gorditas que tambien podemos vestirnos alo moderno que por que tienes unos kilos demas no puedes tener un jeans de moda o sentirte menos que las demas, sentirse bien con tu fisico amarte como eres.",Idea,,,,,,,,,,,Si,"La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,7
329,25,Corregimiento Santa Elena,2,Mujer,Ninguno de los anteriores,Pregrado,4,4,7,6,7,7,5,6,5,5,6,4,7,7,7,4,5,5,"Aprendizaje activo y estrategico, Creatividad, originalidad e iniciativa, Gestion del tiempo y coordinacion, Gestion de las finanzas",Poco comodo,2019,"Si, es mi primer emprendimiento",Bien,"Ilustramos el patrimonio ambiental de Colombia y los plasmamos en productos de moda y decoracion, ofreciendo la posibilidad de llevar a casa la biodiversidad que nos rodea, mientras fomentamos el cuidado y conservacion de la flora y fauna del Pais. ",Produccion y comercializacion,"Proveer materias primas e insumos a otros emprendimientos, Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",Son relativamente importantes en los ingresos del hogar,1 a 3 personas,Si,Entre 1 y 2 SMMLV,La cantidad obedece a los recursos disponibles para invertir en produccion,"Ahorros personales, Credito con entidades financieras",No,,Matricula de Industria y Comercio,No,,Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea, Otro","Facebook, Instagram, Whatsapp",Formacion,Si,Cooperacion,3
330,27,Comuna 9-Buenos Aires,2,Mujer,Victima del conflicto armado,Tecnica,1,1,1,1,1,1,2,2,1,2,2,1,2,2,0,1,0,2,Diseno tecnologico y programacion,Poco comodo,Sin dato,"No, ya he emprendido antes",Ambos,Servicio al cliente ,Produccion y comercializacion,Promocionar y publicitar el producto para fomentar su venta,Son la fuente mas importante de ingresos del hogar,No hay personas adicionales involucradas,Si,Menos de 1 SMMLV,La cantidad obedece a los recursos disponibles para invertir en produccion,Credito con entidades financieras,Si,Problemas financieros,Ninguno de los anteriores,Si,No lo se,Si,Si,Ventas en linea,Facebook,Ninguna,No,,4
331,19,Comuna 12- La America,3,Mujer,Ninguno de los anteriores,Tecnica en curso,2,2,1,0,2,1,3,2,2,3,3,1,1,2,2,1,2,2,"Gestion del tiempo y coordinacion, Inteligencia emocional, Gestion de las finanzas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,Prestar un servicio a cada uno de nuestros clientes para dar felicidad a sus seres que mas aman con un detalle con el mejor gusto personal,Idea en estado avanzado,,,,,,,,,,,Si,Las caracteristicas del bien/servicio que ofreces,Si,No,,"Facebook, Instagram, Whatsapp",Ninguna,Si,Formacion de red o equipo articulado,4
